pid,text_cluster_label,text_cl_mean_pop_train,text_cl_median_pop_train,text_cl_std_pop_train,text_cl_valid_pop_count_train,text_cl_total_items_train,visual_cluster_label,vis_cl_mean_pop_train,vis_cl_median_pop_train,vis_cl_std_pop_train,vis_cl_valid_pop_count_train,vis_cl_total_items_train,user_cluster_label,user_cl_mean_pop_train,user_cl_median_pop_train,user_cl_std_pop_train,user_cl_valid_pop_count_train,user_cl_total_items_train,audio_cluster_label,audio_cl_mean_pop_train,audio_cl_median_pop_train,audio_cl_std_pop_train,audio_cl_valid_pop_count_train,audio_cl_total_items_train
POST00003876,158,10.1817,10.2900,1.7624,18,18,243,9.7240,9.7800,2.2833,15,15,80,7.7191,7.9000,2.7339,92,92,173,7.3360,7.2400,3.2180,42,42
POST00000502,57,9.3670,9.2300,2.2881,10,10,45,9.0205,9.5600,2.4547,57,57,37,7.9380,8.0250,2.8431,208,208,165,7.2382,7.2000,3.1598,22,22
POST00003440,205,6.6800,6.9850,2.2844,16,16,232,6.7600,6.3250,2.5614,38,38,191,7.9661,8.4550,2.5212,18,18,80,7.7870,8.1750,2.4367,20,20
POST00002287,205,6.6800,6.9850,2.2844,16,16,27,8.0423,8.3200,2.9734,13,13,173,7.0037,7.2500,3.2126,551,551,87,6.6512,6.0800,2.4001,17,17
POST00000279,284,7.4328,7.4250,3.0947,18,18,191,6.4133,6.2100,2.9756,15,15,43,8.6000,7.0300,2.9255,9,9,243,8.2475,7.9600,2.6924,16,16
POST00000117,4,9.8427,10.0800,2.0137,15,15,15,9.5962,9.8000,2.2034,16,16,275,7.4142,7.4800,2.8610,59,59,13,7.8318,7.1750,3.3037,34,34
POST00001624,4,9.8427,10.0800,2.0137,15,15,15,9.5962,9.8000,2.2034,16,16,80,7.7191,7.9000,2.7339,92,92,141,8.5870,9.1550,3.6074,10,10
POST00003778,156,8.5891,9.2900,2.6729,22,22,176,10.0087,9.9400,2.0552,15,15,37,7.9380,8.0250,2.8431,208,208,39,8.1068,8.3550,2.6948,22,22
POST00001812,106,8.9987,9.8500,2.8770,15,15,92,8.0240,8.6900,3.0555,10,10,70,7.8922,8.4500,2.7427,73,73,299,8.1971,9.9000,2.9224,24,24
POST00003714,290,8.5688,9.7200,2.8366,17,17,124,7.0452,6.6700,2.4794,25,25,188,9.0603,8.9150,2.3577,34,34,13,7.8318,7.1750,3.3037,34,34
POST00003731,265,9.1191,8.7100,1.2858,11,11,65,8.3179,8.8350,2.6396,28,28,155,10.0731,10.2800,1.9949,49,49,139,9.9721,9.6750,2.4116,14,14
POST00003572,298,8.8500,8.6550,2.1608,24,24,231,8.1368,9.1100,3.0428,22,22,202,8.5100,9.9100,3.4623,5,5,20,6.8867,8.8700,3.7958,3,3
POST00001274,125,8.2800,8.7600,2.6536,17,17,231,8.1368,9.1100,3.0428,22,22,202,8.5100,9.9100,3.4623,5,5,20,6.8867,8.8700,3.7958,3,3
POST00003847,28,8.2454,8.8800,2.8299,24,24,231,8.1368,9.1100,3.0428,22,22,190,6.0057,5.4200,2.9581,14,14,51,7.7885,8.2650,2.4256,34,34
POST00001475,125,8.2800,8.7600,2.6536,17,17,0,9.8451,10.3900,2.8506,35,35,297,8.7775,8.7600,2.1764,4,4,139,9.9721,9.6750,2.4116,14,14
POST00001028,298,8.8500,8.6550,2.1608,24,24,195,9.7329,10.4100,2.0213,17,17,135,6.7740,6.9300,2.4607,117,117,88,8.3077,8.1800,2.6600,13,13
POST00000456,258,8.2650,8.5050,2.7817,10,10,65,8.3179,8.8350,2.6396,28,28,134,10.7857,10.8300,1.4529,7,7,139,9.9721,9.6750,2.4116,14,14
POST00001592,76,7.8833,7.5100,3.0492,9,9,21,8.6820,9.2350,2.7653,20,20,233,10.0360,9.6700,2.8972,5,5,136,9.3900,9.5800,1.7140,4,4
POST00002163,149,9.4833,10.5400,3.1358,15,15,91,9.0378,10.1800,3.0452,68,68,37,7.9380,8.0250,2.8431,208,208,201,9.5778,10.5200,3.3467,9,9
POST00000885,100,7.8423,8.1300,3.3130,13,13,75,9.0934,9.2550,2.7294,32,32,113,10.9050,11.0400,2.6393,4,4,30,8.4257,9.1300,3.3873,14,14
POST00002350,196,9.4686,10.6800,3.6130,7,7,103,8.5706,10.3400,3.1686,36,36,173,7.0037,7.2500,3.2126,551,551,94,7.4612,7.1900,2.2699,16,16
POST00000127,8,9.7177,10.2400,2.7967,30,30,27,8.0423,8.3200,2.9734,13,13,229,10.4674,10.7700,1.9798,35,35,104,9.1060,8.4100,2.2865,15,15
POST00000898,207,10.4621,11.0500,2.2920,14,14,163,8.7008,9.6500,3.0780,12,12,10,10.9717,11.6950,1.6222,12,12,289,8.8200,9.6000,3.0584,19,19
POST00001269,149,9.4833,10.5400,3.1358,15,15,91,9.0378,10.1800,3.0452,68,68,173,7.0037,7.2500,3.2126,551,551,278,8.4512,8.6300,2.7432,17,17
POST00002564,8,9.7177,10.2400,2.7967,30,30,103,8.5706,10.3400,3.1686,36,36,10,10.9717,11.6950,1.6222,12,12,100,7.5808,10.1400,4.5847,12,12
POST00001595,170,8.5110,8.8500,2.7115,20,20,99,8.0739,8.3250,2.7396,38,38,158,7.9362,8.0950,2.6864,42,42,112,7.9638,8.2300,2.8802,29,29
POST00000643,280,6.7433,6.5400,2.6779,15,15,232,6.7600,6.3250,2.5614,38,38,263,8.3815,8.5300,2.6818,41,41,145,7.9111,9.2400,3.4661,27,27
POST00000018,267,6.6921,6.3250,1.7238,14,14,275,7.1335,7.3700,2.8158,23,23,215,6.4200,6.6200,1.0642,3,3,143,7.9445,8.2750,2.8130,20,20
POST00000212,280,6.7433,6.5400,2.6779,15,15,8,9.4210,9.6650,2.6752,42,42,106,5.9542,4.9200,3.1630,31,31,45,9.6706,10.7500,2.7774,16,16
POST00002586,280,6.7433,6.5400,2.6779,15,15,232,6.7600,6.3250,2.5614,38,38,80,7.7191,7.9000,2.7339,92,92,41,7.0100,7.2550,2.9473,14,14
POST00001231,54,4.5438,4.7650,1.0632,8,8,232,6.7600,6.3250,2.5614,38,38,245,7.2367,6.9200,2.7513,18,18,4,7.4843,7.3200,2.6708,28,28
POST00000850,280,6.7433,6.5400,2.6779,15,15,167,6.6833,6.5500,2.3750,9,9,127,9.4183,10.2500,2.9337,12,12,4,7.4843,7.3200,2.6708,28,28
POST00003161,280,6.7433,6.5400,2.6779,15,15,241,6.6479,6.2400,2.6367,19,19,70,7.8922,8.4500,2.7427,73,73,130,7.9323,8.1400,2.5892,31,31
POST00002130,267,6.6921,6.3250,1.7238,14,14,232,6.7600,6.3250,2.5614,38,38,127,9.4183,10.2500,2.9337,12,12,231,7.8365,7.4750,2.6402,20,20
POST00003697,243,8.8763,10.0500,2.3066,19,19,232,6.7600,6.3250,2.5614,38,38,229,10.4674,10.7700,1.9798,35,35,83,7.9477,7.8000,2.1029,40,40
POST00002346,267,6.6921,6.3250,1.7238,14,14,147,8.1338,9.1200,2.8653,13,13,37,7.9380,8.0250,2.8431,208,208,38,7.8445,8.1600,3.0627,20,20
POST00000130,60,5.9711,5.8900,2.1987,18,18,232,6.7600,6.3250,2.5614,38,38,32,8.5188,8.8200,2.2161,51,51,200,6.9729,6.1300,3.1265,21,21
POST00002405,267,6.6921,6.3250,1.7238,14,14,232,6.7600,6.3250,2.5614,38,38,174,10.3850,10.6550,2.0089,4,4,80,7.7870,8.1750,2.4367,20,20
POST00000679,243,8.8763,10.0500,2.3066,19,19,275,7.1335,7.3700,2.8158,23,23,100,8.5990,9.3200,2.6273,10,10,130,7.9323,8.1400,2.5892,31,31
POST00000765,267,6.6921,6.3250,1.7238,14,14,124,7.0452,6.6700,2.4794,25,25,77,7.8215,6.9500,2.2394,13,13,149,7.6508,8.2350,2.9250,12,12
POST00001409,267,6.6921,6.3250,1.7238,14,14,278,7.7525,7.8350,2.8181,20,20,22,8.9594,9.5200,2.6105,68,68,83,7.9477,7.8000,2.1029,40,40
POST00002263,267,6.6921,6.3250,1.7238,14,14,167,6.6833,6.5500,2.3750,9,9,235,8.2146,9.4100,2.7176,13,13,110,9.0417,9.4600,2.4488,29,29
POST00002776,267,6.6921,6.3250,1.7238,14,14,232,6.7600,6.3250,2.5614,38,38,155,10.0731,10.2800,1.9949,49,49,130,7.9323,8.1400,2.5892,31,31
POST00002730,120,8.9824,9.6600,2.4669,33,33,66,7.8206,8.0300,2.7658,35,35,69,8.9951,9.5900,2.6396,59,59,131,8.0768,8.6200,3.0396,19,19
POST00002798,40,10.0538,9.7200,1.5713,8,8,120,8.0884,8.0400,2.4940,19,19,37,7.9380,8.0250,2.8431,208,208,50,7.4831,7.1750,2.6931,16,16
POST00002601,286,8.9032,9.9300,3.0447,28,28,70,9.2457,9.9000,2.5642,40,40,164,5.4800,5.3600,1.7377,7,7,176,8.1603,8.7500,2.8496,33,33
POST00002787,234,8.5823,9.2300,2.7969,26,26,187,7.3889,7.1300,3.0926,19,19,281,9.8050,10.6450,1.8305,4,4,36,7.7108,7.0700,3.1263,13,13
POST00000079,226,7.4710,7.0850,3.2894,10,10,159,8.2700,7.9200,1.8440,20,20,136,7.2062,7.6200,1.9162,21,21,163,7.7015,8.9600,3.2102,13,13
POST00002206,202,8.2907,8.2400,2.1203,15,15,131,7.5036,7.8800,3.2392,28,28,173,7.0037,7.2500,3.2126,551,551,26,7.1225,6.5250,2.7430,8,8
POST00000992,40,10.0538,9.7200,1.5713,8,8,95,7.7280,7.4100,3.0715,25,25,173,7.0037,7.2500,3.2126,551,551,221,9.8296,10.4850,2.4401,24,24
POST00003527,226,7.4710,7.0850,3.2894,10,10,95,7.7280,7.4100,3.0715,25,25,240,7.4738,7.4900,2.9720,177,177,71,9.0213,8.9000,2.9178,16,16
POST00003045,184,9.6974,10.2000,2.6773,23,23,95,7.7280,7.4100,3.0715,25,25,37,7.9380,8.0250,2.8431,208,208,71,9.0213,8.9000,2.9178,16,16
POST00003666,37,8.3614,9.2200,2.9014,7,7,249,8.3829,8.1100,2.0605,21,21,292,8.1544,8.0950,2.6865,126,126,265,9.3919,9.4200,2.1402,27,27
POST00001736,286,8.9032,9.9300,3.0447,28,28,70,9.2457,9.9000,2.5642,40,40,275,7.4142,7.4800,2.8610,59,59,241,9.1856,9.1000,3.0346,9,9
POST00003332,258,8.2650,8.5050,2.7817,10,10,231,8.1368,9.1100,3.0428,22,22,37,7.9380,8.0250,2.8431,208,208,74,8.6883,8.3550,2.6478,18,18
POST00002728,152,9.6290,10.2500,1.8195,10,10,78,9.8500,10.5100,2.2536,10,10,285,8.6908,9.6850,2.6444,36,36,246,11.6650,11.6650,0.9122,2,2
POST00003060,141,8.1288,9.7300,3.3383,25,25,54,9.5055,10.1300,2.1510,11,11,22,8.9594,9.5200,2.6105,68,68,287,8.4527,8.9350,3.0695,22,22
POST00002809,46,8.9350,9.5200,2.4169,10,10,231,8.1368,9.1100,3.0428,22,22,37,7.9380,8.0250,2.8431,208,208,297,7.8750,7.4800,1.8494,10,10
POST00001268,152,9.6290,10.2500,1.8195,10,10,56,9.3925,9.2850,1.3917,4,4,70,7.8922,8.4500,2.7427,73,73,122,8.9985,9.6850,2.9635,20,20
POST00003404,167,8.9100,9.3500,3.2893,11,11,78,9.8500,10.5100,2.2536,10,10,227,11.0691,11.7600,1.9610,11,11,147,7.6523,8.3300,3.3390,26,26
POST00002597,258,8.2650,8.5050,2.7817,10,10,103,8.5706,10.3400,3.1686,36,36,37,7.9380,8.0250,2.8431,208,208,100,7.5808,10.1400,4.5847,12,12
POST00000864,157,9.3033,10.5650,3.1891,12,12,195,9.7329,10.4100,2.0213,17,17,72,9.1425,10.0800,2.5474,8,8,56,7.7608,8.4200,3.0032,25,25
POST00002260,7,9.0085,9.9400,2.5601,13,13,78,9.8500,10.5100,2.2536,10,10,289,7.7822,8.3000,2.2947,27,27,22,7.7262,7.4700,2.5040,47,47
POST00000086,89,7.5140,7.4300,2.0521,5,5,116,9.0123,9.0600,1.7360,13,13,48,5.1064,4.6100,2.8524,25,25,89,8.0492,8.6700,3.2404,25,25
POST00001272,240,7.9756,7.4900,3.2012,25,25,124,7.0452,6.6700,2.4794,25,25,208,11.4600,11.4600,0.0000,1,1,74,8.6883,8.3550,2.6478,18,18
POST00003514,7,9.0085,9.9400,2.5601,13,13,5,8.5988,9.0800,2.5991,24,24,56,8.4489,8.6000,2.4696,9,9,264,8.7885,9.1100,2.2452,20,20
POST00002312,290,8.5688,9.7200,2.8366,17,17,120,8.0884,8.0400,2.4940,19,19,225,8.4307,8.6250,2.1040,28,28,51,7.7885,8.2650,2.4256,34,34
POST00002397,290,8.5688,9.7200,2.8366,17,17,78,9.8500,10.5100,2.2536,10,10,29,8.3200,8.7350,2.5137,30,30,96,8.3417,9.4600,2.7079,29,29
POST00003523,17,7.7660,8.2400,3.2780,10,10,237,9.0813,9.4400,2.1313,23,23,173,7.0037,7.2500,3.2126,551,551,127,8.8096,9.3600,3.1667,23,23
POST00000804,21,7.5170,7.0300,3.3075,27,27,203,9.5767,10.8250,3.6003,12,12,48,5.1064,4.6100,2.8524,25,25,98,8.6660,9.9750,3.0256,10,10
POST00000648,197,9.1347,9.3800,2.6865,15,15,197,9.6617,9.8200,2.0702,18,18,80,7.7191,7.9000,2.7339,92,92,36,7.7108,7.0700,3.1263,13,13
POST00003576,105,6.2514,4.8800,3.3747,14,14,132,5.3800,4.9900,2.4351,15,15,173,7.0037,7.2500,3.2126,551,551,138,8.0576,8.0600,2.8612,25,25
POST00002280,18,8.9796,9.7500,2.2655,23,23,264,11.0400,11.2800,0.5600,3,3,198,10.9350,10.8850,0.4993,8,8,169,8.4896,8.7050,2.4051,24,24
POST00003082,220,7.6667,7.2850,3.1773,12,12,50,7.6100,7.5600,2.4021,24,24,77,7.8215,6.9500,2.2394,13,13,264,8.7885,9.1100,2.2452,20,20
POST00002886,11,8.0900,8.7050,2.7072,18,18,224,7.8133,7.5550,2.2298,12,12,114,9.0331,9.8000,2.2016,16,16,159,7.7294,8.6500,3.1648,36,36
POST00000267,171,9.0780,9.7100,2.5888,20,20,110,8.7781,10.0150,3.3102,26,26,144,11.5300,11.5300,0.0000,1,1,247,9.5757,10.0400,2.5539,21,21
POST00001747,120,8.9824,9.6600,2.4669,33,33,158,9.4550,9.8250,2.2902,8,8,32,8.5188,8.8200,2.2161,51,51,237,8.7154,9.6550,2.8392,24,24
POST00003234,296,8.2783,9.0000,2.7719,12,12,37,8.9855,8.7000,2.3520,11,11,197,11.6777,11.6400,0.9267,13,13,69,7.8389,8.1200,2.6549,38,38
POST00003650,120,8.9824,9.6600,2.4669,33,33,66,7.8206,8.0300,2.7658,35,35,188,9.0603,8.9150,2.3577,34,34,249,7.1400,7.4600,3.1890,19,19
POST00001197,254,5.9018,5.1300,2.9341,11,11,66,7.8206,8.0300,2.7658,35,35,173,7.0037,7.2500,3.2126,551,551,87,6.6512,6.0800,2.4001,17,17
POST00001198,120,8.9824,9.6600,2.4669,33,33,66,7.8206,8.0300,2.7658,35,35,173,7.0037,7.2500,3.2126,551,551,270,7.9080,9.1900,3.6318,10,10
POST00003028,120,8.9824,9.6600,2.4669,33,33,158,9.4550,9.8250,2.2902,8,8,238,11.6240,12.1900,1.0747,5,5,159,7.7294,8.6500,3.1648,36,36
POST00002174,120,8.9824,9.6600,2.4669,33,33,66,7.8206,8.0300,2.7658,35,35,15,10.7415,10.5800,2.2306,13,13,39,8.1068,8.3550,2.6948,22,22
POST00002446,171,9.0780,9.7100,2.5888,20,20,37,8.9855,8.7000,2.3520,11,11,169,8.6842,9.0700,1.9762,12,12,29,9.5722,10.4900,2.7429,9,9
POST00002706,120,8.9824,9.6600,2.4669,33,33,158,9.4550,9.8250,2.2902,8,8,69,8.9951,9.5900,2.6396,59,59,52,8.0744,7.7700,3.1733,16,16
POST00003745,254,5.9018,5.1300,2.9341,11,11,37,8.9855,8.7000,2.3520,11,11,87,11.5044,11.9450,1.4519,16,16,279,7.5788,7.5600,2.5674,17,17
POST00000705,253,8.9733,8.8000,1.9238,9,9,224,7.8133,7.5550,2.2298,12,12,175,8.0062,8.3400,2.9708,73,73,289,8.8200,9.6000,3.0584,19,19
POST00000356,135,8.3561,7.6450,3.1358,18,18,270,9.5545,10.3600,2.3867,11,11,200,9.0575,8.7500,2.2016,8,8,53,8.8925,9.5300,2.7960,8,8
POST00001774,198,7.8835,7.5700,2.9953,23,23,75,9.0934,9.2550,2.7294,32,32,155,10.0731,10.2800,1.9949,49,49,125,8.2442,9.0900,3.1165,12,12
POST00001414,35,7.6800,8.2200,3.6203,3,3,270,9.5545,10.3600,2.3867,11,11,10,10.9717,11.6950,1.6222,12,12,37,8.3861,8.9900,2.5505,36,36
POST00000380,1,7.8082,8.2500,3.3869,11,11,0,9.8451,10.3900,2.8506,35,35,37,7.9380,8.0250,2.8431,208,208,244,8.3271,7.3000,2.4864,7,7
POST00001015,125,8.2800,8.7600,2.6536,17,17,163,8.7008,9.6500,3.0780,12,12,10,10.9717,11.6950,1.6222,12,12,104,9.1060,8.4100,2.2865,15,15
POST00003773,198,7.8835,7.5700,2.9953,23,23,75,9.0934,9.2550,2.7294,32,32,0,10.5390,10.9900,2.0203,63,63,13,7.8318,7.1750,3.3037,34,34
POST00000372,72,8.3136,9.6600,3.3287,11,11,75,9.0934,9.2550,2.7294,32,32,10,10.9717,11.6950,1.6222,12,12,99,8.4500,9.5700,2.4757,7,7
POST00001547,1,7.8082,8.2500,3.3869,11,11,21,8.6820,9.2350,2.7653,20,20,180,8.2500,8.2500,0.0000,1,1,169,8.4896,8.7050,2.4051,24,24
POST00001017,198,7.8835,7.5700,2.9953,23,23,270,9.5545,10.3600,2.3867,11,11,80,7.7191,7.9000,2.7339,92,92,172,7.7414,8.1650,2.6974,14,14
POST00001568,35,7.6800,8.2200,3.6203,3,3,270,9.5545,10.3600,2.3867,11,11,167,7.8588,8.7300,3.0201,74,74,120,7.1447,6.5300,2.8912,15,15
POST00003642,1,7.8082,8.2500,3.3869,11,11,205,7.9625,8.5000,3.8328,4,4,200,9.0575,8.7500,2.2016,8,8,228,10.4514,10.6400,2.3824,7,7
POST00002196,1,7.8082,8.2500,3.3869,11,11,270,9.5545,10.3600,2.3867,11,11,200,9.0575,8.7500,2.2016,8,8,23,7.5660,7.5400,3.2115,15,15
POST00001526,198,7.8835,7.5700,2.9953,23,23,75,9.0934,9.2550,2.7294,32,32,37,7.9380,8.0250,2.8431,208,208,26,7.1225,6.5250,2.7430,8,8
POST00001305,8,9.7177,10.2400,2.7967,30,30,270,9.5545,10.3600,2.3867,11,11,80,7.7191,7.9000,2.7339,92,92,154,8.9329,8.9100,2.0069,7,7
POST00000281,84,8.6000,9.1200,2.9268,20,20,75,9.0934,9.2550,2.7294,32,32,173,7.0037,7.2500,3.2126,551,551,237,8.7154,9.6550,2.8392,24,24
POST00000343,49,6.2660,6.0550,3.5973,10,10,127,8.2375,8.2100,2.8806,16,16,167,7.8588,8.7300,3.0201,74,74,88,8.3077,8.1800,2.6600,13,13
POST00000065,149,9.4833,10.5400,3.1358,15,15,31,9.3300,9.8200,2.6742,8,8,167,7.8588,8.7300,3.0201,74,74,176,8.1603,8.7500,2.8496,33,33
POST00002133,202,8.2907,8.2400,2.1203,15,15,35,8.0510,8.9000,3.3146,31,31,119,8.7883,9.0000,2.0677,12,12,131,8.0768,8.6200,3.0396,19,19
POST00000814,216,8.4211,8.7900,1.7647,9,9,68,8.2361,8.6300,2.0590,33,33,173,7.0037,7.2500,3.2126,551,551,266,8.7018,9.0350,2.4003,22,22
POST00000982,146,9.2265,9.6400,2.4415,26,26,68,8.2361,8.6300,2.0590,33,33,173,7.0037,7.2500,3.2126,551,551,299,8.1971,9.9000,2.9224,24,24
POST00000425,11,8.0900,8.7050,2.7072,18,18,35,8.0510,8.9000,3.3146,31,31,37,7.9380,8.0250,2.8431,208,208,56,7.7608,8.4200,3.0032,25,25
POST00002679,146,9.2265,9.6400,2.4415,26,26,186,8.3052,8.6800,2.8566,33,33,173,7.0037,7.2500,3.2126,551,551,289,8.8200,9.6000,3.0584,19,19
POST00001875,79,8.8473,10.4450,3.4931,22,22,237,9.0813,9.4400,2.1313,23,23,11,9.5600,9.5600,1.1031,2,2,203,5.8627,5.0300,2.5073,11,11
POST00002868,85,8.5469,9.0900,2.9821,16,16,148,8.8535,9.5900,2.5185,23,23,173,7.0037,7.2500,3.2126,551,551,54,9.2084,8.8000,2.2208,19,19
POST00001369,18,8.9796,9.7500,2.2655,23,23,160,9.1636,10.5400,3.3816,11,11,240,7.4738,7.4900,2.9720,177,177,211,6.4920,5.6700,3.2979,10,10
POST00002379,18,8.9796,9.7500,2.2655,23,23,157,8.5102,9.4100,3.1381,41,41,169,8.6842,9.0700,1.9762,12,12,107,8.3921,8.7800,3.0755,19,19
POST00002851,272,7.8222,7.8800,2.7742,9,9,207,8.4867,9.2400,2.5378,9,9,80,7.7191,7.9000,2.7339,92,92,16,6.6950,6.9950,2.6108,8,8
POST00001159,201,10.7742,11.7000,3.0171,12,12,16,8.2365,10.1500,3.4683,26,26,145,9.4965,8.9800,2.1037,23,23,13,7.8318,7.1750,3.3037,34,34
POST00002843,227,8.4856,8.5450,2.8417,36,36,237,9.0813,9.4400,2.1313,23,23,235,8.2146,9.4100,2.7176,13,13,16,6.6950,6.9950,2.6108,8,8
POST00003717,269,7.3983,7.9800,3.5415,6,6,200,10.4778,10.1000,1.4324,9,9,252,8.7382,9.0900,2.5365,28,28,13,7.8318,7.1750,3.3037,34,34
POST00003451,79,8.8473,10.4450,3.4931,22,22,203,9.5767,10.8250,3.6003,12,12,101,10.6633,10.9600,1.2476,9,9,287,8.4527,8.9350,3.0695,22,22
POST00003231,296,8.2783,9.0000,2.7719,12,12,150,8.9213,9.7100,2.6593,15,15,49,10.8250,11.0350,1.5978,14,14,103,8.5798,8.9800,2.4394,44,44
POST00001134,169,6.7325,5.5350,2.6300,4,4,298,7.3620,5.9800,2.2671,5,5,173,7.0037,7.2500,3.2126,551,551,146,8.7171,9.3300,2.7230,7,7
POST00002217,169,6.7325,5.5350,2.6300,4,4,217,8.3425,9.0850,2.8918,8,8,275,7.4142,7.4800,2.8610,59,59,168,9.0394,9.8600,2.6633,17,17
POST00000644,65,9.2143,9.5800,1.8556,21,21,298,7.3620,5.9800,2.2671,5,5,173,7.0037,7.2500,3.2126,551,551,153,6.1259,5.8300,2.4435,17,17
POST00000893,169,6.7325,5.5350,2.6300,4,4,298,7.3620,5.9800,2.2671,5,5,291,9.1751,9.5700,2.3178,71,71,60,7.1211,7.4800,3.0190,27,27
POST00002143,135,8.3561,7.6450,3.1358,18,18,101,6.4469,5.8500,2.4393,35,35,240,7.4738,7.4900,2.9720,177,177,243,8.2475,7.9600,2.6924,16,16
POST00000881,112,7.9954,9.0750,3.0968,24,24,298,7.3620,5.9800,2.2671,5,5,240,7.4738,7.4900,2.9720,177,177,174,7.3457,7.3500,3.1311,7,7
POST00002701,216,8.4211,8.7900,1.7647,9,9,298,7.3620,5.9800,2.2671,5,5,173,7.0037,7.2500,3.2126,551,551,291,8.9311,8.7900,1.8319,9,9
POST00002197,236,8.8007,9.5550,2.7795,14,14,224,7.8133,7.5550,2.2298,12,12,41,9.8862,10.2100,2.2754,21,21,67,7.6004,7.1550,3.0350,24,24
POST00000995,241,7.7740,7.4700,0.6176,5,5,50,7.6100,7.5600,2.4021,24,24,212,7.0279,7.6500,2.8146,47,47,148,6.0511,6.0100,3.2556,18,18
POST00001519,11,8.0900,8.7050,2.7072,18,18,224,7.8133,7.5550,2.2298,12,12,103,7.6104,7.3900,2.3677,25,25,13,7.8318,7.1750,3.3037,34,34
POST00003329,11,8.0900,8.7050,2.7072,18,18,224,7.8133,7.5550,2.2298,12,12,69,8.9951,9.5900,2.6396,59,59,9,8.2082,7.9450,2.8896,22,22
POST00003295,253,8.9733,8.8000,1.9238,9,9,293,8.4845,8.9300,2.5590,20,20,111,8.3633,8.2850,2.7220,12,12,21,9.0350,8.6700,2.2169,4,4
POST00000912,253,8.9733,8.8000,1.9238,9,9,293,8.4845,8.9300,2.5590,20,20,175,8.0062,8.3400,2.9708,73,73,22,7.7262,7.4700,2.5040,47,47
POST00002812,202,8.2907,8.2400,2.1203,15,15,35,8.0510,8.9000,3.3146,31,31,173,7.0037,7.2500,3.2126,551,551,0,9.1267,8.8450,1.4594,6,6
POST00001178,81,6.8375,6.2700,2.9659,16,16,13,9.3895,9.6000,1.9818,20,20,205,7.6188,7.4800,2.3358,17,17,39,8.1068,8.3550,2.6948,22,22
POST00001316,192,7.0510,7.5250,2.9923,10,10,106,5.0157,5.0900,1.9558,7,7,173,7.0037,7.2500,3.2126,551,551,153,6.1259,5.8300,2.4435,17,17
POST00001608,241,7.7740,7.4700,0.6176,5,5,13,9.3895,9.6000,1.9818,20,20,152,7.9479,7.9550,2.2186,66,66,69,7.8389,8.1200,2.6549,38,38
POST00000932,41,7.0838,6.8550,3.0678,16,16,191,6.4133,6.2100,2.9756,15,15,173,7.0037,7.2500,3.2126,551,551,248,7.4700,8.9850,4.4662,6,6
POST00000819,25,6.6830,6.3300,2.6685,20,20,233,7.1621,6.4750,3.1829,42,42,173,7.0037,7.2500,3.2126,551,551,108,8.9287,10.6700,3.6955,8,8
POST00001825,61,8.7328,9.5150,2.7112,18,18,216,8.2811,8.2500,2.5707,18,18,225,8.4307,8.6250,2.1040,28,28,96,8.3417,9.4600,2.7079,29,29
POST00001390,65,9.2143,9.5800,1.8556,21,21,35,8.0510,8.9000,3.3146,31,31,135,6.7740,6.9300,2.4607,117,117,290,10.2000,11.0200,2.2895,7,7
POST00003789,171,9.0780,9.7100,2.5888,20,20,110,8.7781,10.0150,3.3102,26,26,91,8.6459,9.0900,2.4463,22,22,160,8.3571,9.4400,3.3586,7,7
POST00001411,78,8.0167,8.3900,1.0321,9,9,65,8.3179,8.8350,2.6396,28,28,6,7.5673,7.9800,2.3013,15,15,41,7.0100,7.2550,2.9473,14,14
POST00002138,224,8.6746,8.2550,2.4658,24,24,123,8.2181,8.2600,2.0046,21,21,136,7.2062,7.6200,1.9162,21,21,51,7.7885,8.2650,2.4256,34,34
POST00002104,240,7.9756,7.4900,3.2012,25,25,233,7.1621,6.4750,3.1829,42,42,239,5.4333,6.4100,2.2686,3,3,275,8.6376,9.2500,2.9849,29,29
POST00000449,128,8.1125,8.6400,2.8079,12,12,65,8.3179,8.8350,2.6396,28,28,160,6.5310,5.4550,2.3973,10,10,28,8.7620,9.6150,2.8898,10,10
POST00003282,224,8.6746,8.2550,2.4658,24,24,228,8.1888,8.3250,2.0020,32,32,167,7.8588,8.7300,3.0201,74,74,172,7.7414,8.1650,2.6974,14,14
POST00002528,96,8.2962,8.6300,2.6534,21,21,120,8.0884,8.0400,2.4940,19,19,77,7.8215,6.9500,2.2394,13,13,10,7.4537,8.0750,2.8722,30,30
POST00002952,224,8.6746,8.2550,2.4658,24,24,228,8.1888,8.3250,2.0020,32,32,275,7.4142,7.4800,2.8610,59,59,192,7.6987,7.8700,2.6693,30,30
POST00003066,10,7.9533,8.3400,3.4133,15,15,228,8.1888,8.3250,2.0020,32,32,71,8.6500,7.8400,1.5347,3,3,237,8.7154,9.6550,2.8392,24,24
POST00000108,96,8.2962,8.6300,2.6534,21,21,255,9.3229,9.7300,2.6824,24,24,174,10.3850,10.6550,2.0089,4,4,172,7.7414,8.1650,2.6974,14,14
POST00001527,128,8.1125,8.6400,2.8079,12,12,228,8.1888,8.3250,2.0020,32,32,188,9.0603,8.9150,2.3577,34,34,22,7.7262,7.4700,2.5040,47,47
POST00003019,10,7.9533,8.3400,3.4133,15,15,40,8.9044,8.8950,2.4435,18,18,172,8.5511,8.7700,2.3476,19,19,249,7.1400,7.4600,3.1890,19,19
